folio;depto;area;s10b_10_01;s10b_10_02;s10b_10_03;s10b_10_04;s10b_10_05;s10b_10_06;s10b_10_07;s10b_10_08;s10b_10_09;s10b_10_10;s10b_10_11;s10b_10_12;s10b_10_13;s10b_10_14;s10b_10_15;s10b_10_16;s10b_10_17;s10b_10_18;s10b_10_19;s10b_10_20;s10b_10_21;s10b_10_22;s10b_10_23;s10b_10_24;s10b_10_25;s10b_10_26;s10b_10_27;s10b_10_28;s10b_11_01;s10b_11_02;s10b_11_03;s10b_11_04;s10b_11_05;s10b_11_06;s10b_11_07;s10b_11_08;s10b_12_01;s10b_12_02;s10b_12_03;s10b_13_01;s10b_13_02;s10b_13_03;s10b_13_04;s10b_13_05;s10b_13_06;s10b_13_07;s10b_13_08;s10b_13_09;s10b_13_10;s10b_13_11;s10b_13_12;s10b_13_13;s10b_13_14;s10b_13_15;s10b_13_16;s10b_13_17;upm;estrato;factor
666;8;1;0;0;0;0;0;0;50;0;15;0;0;0;30;0;0;0;0;200;0;0;100;0;0;0;350;50;0;0;0;0;300;300;0;0;0;0;0;0;0;0;0;0;0;0;650;0;0;0;0;0;0;0;0;0;0;0;814-00755463913-A;14;316
759;8;1;50;0;0;0;0;0;50;70;0;0;0;0;0;20;0;0;150;80;0;0;0;0;0;0;50;300;150;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814-00756167925-A;14;316
881;5;1;0;0;0;0;0;100;20;0;10;0;0;0;0;0;250;0;0;50;10;0;30;600;0;0;300;50;0;0;0;0;0;70;0;0;0;0;0;150;0;0;0;0;100;600;0;0;0;0;0;0;0;0;0;0;0;0;512-00377418851-A;12;350
884;5;1;10;15;15;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512-00377418851-A;12;350
888;8;1;50;0;0;0;0;0;30;40;30;0;0;0;100;0;0;0;150;0;0;0;0;0;0;0;80;0;0;0;0;300;100;0;0;0;0;0;0;200;0;0;0;0;0;0;0;500;700;500;500;0;0;0;0;0;0;0;814-00755463913-A;14;316
893;8;1;50;0;0;50;0;0;100;25;0;0;0;0;50;0;0;0;0;0;20;0;0;0;0;0;50;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;500;0;0;0;0;0;200;0;0;814-00755463913-A;14;316
986;5;1;250;720;0;0;0;20;12;0;12;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;0;0;0;0;0;0;0;512-00377418851-A;12;350
993;5;1;15;120;0;0;0;30;38;10;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;40;0;0;0;300;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512-00377418851-A;12;350
1348;8;1;95;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814-00756167925-A;14;316
1429;5;1;0;50;0;20;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;200;100;0;20;0;0;0;0;0;512-00377418851-A;12;350
1435;5;1;16;30;0;0;0;0;20;10;0;0;0;0;2;0;0;0;0;0;10;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;513-00378440236-A;13;402
1436;5;1;3;400;0;0;0;0;5;30;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;200;100;200;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;95;0;0;0;0;0;0;0;513-00378440236-A;13;402
1437;5;1;0;20;0;0;0;0;10;0;20;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;50;30;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;0;0;0;0;0;0;0;513-00378440236-A;13;402
1508;5;1;30;35;0;0;0;40;42;150;0;0;0;0;40;0;0;0;0;0;20;0;15;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;2400;0;0;260;0;0;0;0;180;263;50;0;0;0;0;0;0;512-00377418851-A;12;350
1515;5;1;15;15;0;0;0;0;10;60;0;0;0;0;80;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;512-00377418851-A;12;350
1527;5;1;0;500;600;0;0;20;27;0;10;0;0;0;60;0;0;0;0;0;0;300;0;0;0;0;0;60;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;200;200;95;60;0;0;0;0;0;512-00377418851-A;12;350
1557;5;1;50;30;0;0;0;0;30;18;15;0;0;0;150;0;0;0;0;30;30;0;0;0;0;0;0;120;0;180;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;50;0;0;176;0;0;514-00377379138-A;14;411
1558;5;1;100;20;0;0;40;45;100;0;20;0;0;0;0;0;0;0;0;15;0;0;20;0;0;0;0;10;0;209;0;0;500;400;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;514-00377379138-A;14;411
1560;5;1;40;200;0;30;0;20;30;20;0;0;0;0;200;0;0;0;0;70;20;0;0;0;0;0;0;50;0;0;0;400;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;200;400;0;0;0;100;0;0;514-00377379138-A;14;411
1794;8;1;60;0;0;0;0;0;50;20;30;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;30;0;180;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;814-00755463913-A;14;316
1802;8;1;50;200;0;60;0;0;150;70;10;0;0;0;0;600;0;0;0;0;25;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;500;500;0;0;0;0;0;814-00755463913-A;14;316
1811;8;1;40;120;0;0;0;10;50;30;20;0;0;0;100;40;80;0;100;0;20;0;30;0;0;0;0;50;0;0;0;200;150;0;0;0;0;0;0;0;0;0;30;0;200;0;0;0;0;0;40;0;0;0;0;0;0;0;813-00756381697-A;13;243
1851;5;1;34;15;0;0;0;30;45;46;0;0;0;0;20;0;0;0;0;180;0;0;0;0;0;0;0;0;0;166;0;1000;120;0;0;45;0;0;0;0;0;0;0;0;200;0;2600;0;0;255;500;10;0;11000;0;0;0;0;512-00377418851-A;12;350
1856;5;1;50;200;50;0;0;20;20;0;20;0;0;0;100;0;300;0;150;50;5;0;30;0;0;0;250;300;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;250;120;0;0;0;0;0;0;0;513-00378440236-A;13;402
3280;7;1;20;50;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05269040303-A;13;486
3281;7;1;40;350;0;0;0;20;30;40;0;0;0;0;10;0;0;0;0;120;0;0;44;0;0;0;0;40;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;20;50;80;10;0;0;0;0;0;0;713-05269040303-A;13;486
3305;7;1;30;400;0;0;0;0;100;40;0;0;0;0;100;400;104;0;0;180;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;850;0;0;0;50;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;713-05269040303-A;13;486
3358;7;1;150;120;0;0;0;0;50;240;0;0;0;0;0;0;0;0;0;350;0;0;0;0;0;0;300;250;170;0;0;480;300;180;0;0;0;0;0;0;110;0;0;0;400;0;0;0;0;250;1200;0;0;0;0;0;0;0;713-05269040303-A;13;486
3359;1;1;30;60;0;10;10;30;30;0;10;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;50;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112-04190828218-A;12;210
3360;1;1;42;60;0;0;0;0;30;14;0;0;0;60;80;0;0;0;0;15;15;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;400;30;0;0;0;0;0;0;112-04190828218-A;12;210
3364;1;1;50;50;0;0;0;0;50;40;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113-00418695355-A;13;205
3365;1;1;40;50;0;0;0;20;25;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;200;0;0;0;0;0;0;0;113-00418695355-A;13;205
3368;1;1;100;120;0;0;0;20;100;0;0;0;0;0;60;0;0;0;0;15;15;0;0;0;0;0;0;280;0;76;0;250;0;350;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;150;300;20;0;0;0;0;0;0;112-04190828218-A;12;210
3369;1;1;50;100;0;0;0;0;30;24;0;0;0;0;20;0;0;0;0;25;15;0;11;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;112-04190828218-A;12;210
3418;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;20;0;0;0;0;150;0;50;50;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;550;50;0;0;0;0;0;0;713-05269040303-A;13;486
3464;7;1;0;50;0;0;0;0;50;0;15;0;0;0;0;200;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;711-05281125414-A;11;369
3466;1;1;15;200;0;4;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;200;0;0;0;0;1900;0;0;113-00418695355-A;13;205
3553;7;1;0;0;0;0;0;0;50;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;713-05233006500-A;13;486
3555;7;1;50;50;0;0;0;0;50;0;0;0;700;150;100;0;0;100;300;0;0;0;50;0;0;300;0;60;0;120;0;150;0;600;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;100;1000;0;0;0;0;0;0;0;713-05203009183-A;13;486
3556;7;1;50;120;0;20;0;50;100;0;20;0;300;0;100;0;0;0;0;50;50;0;0;0;150;0;0;100;0;120;0;450;200;150;0;0;0;0;0;0;0;0;0;0;50;0;10;0;0;0;0;0;0;0;0;0;0;0;713-05203009183-A;13;486
3561;7;1;25;150;150;0;0;0;6;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;712-05201796441-A;12;398
3565;7;1;300;100;0;0;140;90;200;20;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;10;0;0;1000;150;200;0;0;0;0;0;0;0;2000;0;0;100;0;0;0;0;700;1500;0;0;0;0;0;0;0;714-05232098520-A;14;481
3571;7;1;80;80;0;0;250;50;90;115;1000;1200;360;40;360;25;0;10;0;0;45;0;0;0;0;0;0;20;0;0;0;1000;300;250;150;0;0;0;0;0;0;0;0;0;300;0;0;0;360;370;1800;0;40;0;0;0;0;0;714-05232098520-A;14;481
3577;1;1;0;30;0;25;0;0;0;0;0;0;0;0;10;0;0;0;0;100;0;0;0;0;0;0;0;200;0;0;0;0;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112-04152467277-A;12;210
3580;7;1;50;240;0;0;0;0;45;25;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;100;30;0;0;0;0;0;0;713-05197451593-A;13;486
3581;7;1;0;50;0;0;0;0;9;16;20;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;480;20;0;0;0;0;0;0;713-05197451593-A;13;486
3582;7;1;50;15;0;0;0;0;80;50;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;200;0;0;100;0;0;1000;0;0;0;0;600;0;0;713-05197451593-A;13;486
3583;7;1;100;500;500;28;0;0;250;87;40;0;25;0;350;0;150;0;0;0;0;0;0;0;0;250;150;150;250;180;0;500;0;0;0;0;0;0;0;2000;25;0;220;0;0;0;0;150;0;0;500;0;0;0;0;3070;0;0;713-05197451593-A;13;486
3590;7;1;40;400;160;5;0;200;150;16;0;0;0;0;0;30;50;0;80;80;0;0;0;0;0;0;0;80;0;0;0;250;300;150;55;0;0;0;0;0;50;800;200;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;711-05281125414-A;11;369
3594;7;1;50;30;0;0;0;0;240;0;30;0;0;0;200;0;450;0;0;0;0;0;0;0;0;0;0;250;0;75;0;300;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;1000;1000;600;0;0;0;0;0;0;713-05197451593-A;13;486
3599;7;1;17;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05269040303-A;13;486
3603;7;1;200;150;70;0;0;0;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;1050;0;0;0;0;6800;0;0;0;0;100;0;0;0;0;0;0;0;0;0;380;0;0;0;0;714-05232098520-A;14;481
3606;7;1;50;45;0;5;0;12;58;45;125;0;158;0;15;0;0;0;0;0;85;0;0;0;0;0;0;150;70;250;0;568;500;542;0;0;0;0;0;0;0;0;0;0;452;0;0;0;0;358;450;0;0;0;0;0;0;0;713-05233006500-A;13;486
3607;7;1;100;0;0;5;0;0;0;0;0;1500;1400;0;0;0;0;0;0;0;150;0;0;0;0;0;47;100;150;250;0;1500;1000;1500;0;0;0;0;0;0;0;0;0;0;450;0;0;0;2500;450;1500;0;0;0;0;0;0;0;713-05233006500-A;13;486
3678;7;1;50;0;0;0;0;0;100;50;30;0;0;0;0;20;20;5;25;26;0;40;50;0;0;0;400;100;0;0;0;0;0;300;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05203009183-A;13;486
3681;7;1;30;50;0;50;0;30;0;50;0;0;300;50;50;30;0;0;0;0;0;0;50;0;0;65;0;100;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;250;0;150;0;0;0;35;0;0;0;713-05203009183-A;13;486
3686;7;1;0;12;12;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;713-05237587564-A;13;449
3688;7;1;60;50;0;0;0;0;40;20;15;0;0;0;240;0;0;0;0;40;0;0;255;0;0;0;0;60;50;0;0;250;100;50;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;150;500;90;0;0;0;0;0;0;713-05269040303-A;13;486
3729;7;1;0;300;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05203009183-A;13;486
3922;7;1;60;0;0;40;0;0;12;0;20;0;0;0;0;0;0;0;0;0;20;0;10;0;0;0;360;50;0;90;0;0;0;0;0;0;40;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680;0;0;713-05235060491-A;13;449
3950;7;1;30;50;0;20;0;20;15;20;20;0;0;0;0;0;0;0;40;0;0;15;100;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05214295299-A;13;584
3957;1;1;500;0;0;50;0;60;200;0;0;0;160;0;100;0;0;0;0;50;50;0;0;0;0;0;300;200;0;155;0;0;200;600;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114-04181160807-A;14;467
3958;1;1;100;50;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;200;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114-04181160807-A;14;467
3959;1;1;200;60;0;30;0;0;100;60;30;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;200;0;0;0;1000;500;400;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;114-04181160807-A;14;467
3960;1;1;40;50;0;0;0;0;0;45;0;0;250;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;2500;100;1000;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;500;1000;0;0;0;0;0;0;0;114-04181160807-A;14;467
3961;1;1;200;50;40;0;0;0;0;200;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;400;500;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113-04176930844-A;13;205
3962;1;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;200;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;300;100;0;0;0;0;0;0;0;113-04176930844-A;13;205
3963;1;1;200;50;0;0;0;0;50;42;0;0;0;0;30;0;0;0;0;0;30;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;113-04176930844-A;13;205
3964;1;1;200;100;0;30;0;50;250;120;50;0;0;0;0;0;0;0;0;50;20;0;0;0;0;0;0;200;0;155;0;30;400;500;100;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113-04176930844-A;13;205
3970;7;1;0;120;48;0;0;0;0;10;0;0;0;0;0;150;300;24;0;20;5;0;0;850;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05197451593-A;13;486
3972;7;1;50;300;0;0;120;0;60;0;50;0;0;120;20;50;500;0;0;100;20;0;0;0;0;0;0;100;100;130;0;0;600;300;100;0;0;0;40;0;0;0;300;300;0;0;0;0;0;0;0;0;0;1800;0;0;500;0;714-05232098520-A;14;481
3973;7;1;150;400;0;100;200;40;150;20;150;0;0;150;50;100;250;50;100;100;100;0;0;0;0;0;0;450;150;120;0;0;500;250;250;0;150;0;40;0;0;0;250;350;200;0;0;0;0;500;0;0;200;5000;0;0;500;0;714-05232098520-A;14;481
3974;7;1;200;150;0;0;100;0;50;10;25;0;0;100;50;0;308;0;0;50;20;0;0;0;0;0;0;150;400;100;0;100;200;0;0;0;150;0;40;0;0;0;200;250;200;0;0;0;0;120;100;0;0;0;0;0;0;0;714-05232098520-A;14;481
3975;7;1;100;250;0;0;50;50;200;20;100;0;700;200;50;0;0;0;200;200;0;0;0;0;0;0;200;300;120;120;0;0;150;400;150;0;0;0;40;1000;150;0;400;200;0;0;0;0;0;1000;3500;0;0;0;0;0;0;0;714-05232098520-A;14;481
3979;1;1;0;40;0;0;0;0;0;6;0;0;0;0;60;0;0;0;0;0;2;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;300;0;0;0;0;0;0;0;112-04152467277-A;12;210
3992;7;1;150;200;0;20;500;500;200;0;60;0;0;80;0;0;100;0;0;0;0;0;0;0;0;0;0;300;200;150;0;0;0;0;200;0;0;0;1000;0;200;0;0;200;0;0;0;0;0;0;0;0;0;0;0;900;0;0;714-05259664509-A;14;481
3998;7;1;50;400;0;0;0;0;100;20;100;0;0;0;100;0;0;0;200;0;50;0;50;0;0;0;0;250;0;0;0;100;200;0;0;0;0;0;100;0;0;0;0;0;150;0;0;0;0;220;900;0;0;0;0;0;0;0;714-05259664509-A;14;481
4027;7;1;100;200;80;60;0;0;80;0;50;0;0;0;0;0;0;0;0;150;50;0;0;0;0;0;0;200;150;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;714-05230398099-A;14;441
4028;7;1;50;500;0;0;0;0;100;30;60;0;1600;0;50;200;300;50;250;60;80;100;50;0;0;0;0;200;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05230398099-A;14;441
4029;7;1;250;50;0;30;0;0;300;0;0;0;3000;0;0;0;100;0;200;0;0;0;0;0;0;0;0;200;250;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05230398099-A;14;441
4030;7;1;0;80;50;0;0;0;60;10;0;0;0;0;0;50;100;0;200;50;0;0;50;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05230398099-A;14;441
4075;7;1;300;0;0;50;100;0;150;0;150;700;0;0;0;400;580;150;200;250;150;250;150;700;0;0;200;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05230398099-A;14;441
4076;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05230398099-A;14;441
4077;7;1;70;80;50;40;0;0;100;30;60;2000;400;0;80;0;100;50;200;50;200;0;50;0;0;0;300;0;200;250;0;0;500;500;150;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05230398099-A;14;441
4078;7;1;0;200;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;100;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05230398099-A;14;441
4081;7;1;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;235;100;0;130;0;0;0;0;0;0;0;0;0;210;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05235060491-A;13;449
4084;7;1;25;0;0;300;500;200;100;0;0;2000;0;0;0;200;500;100;500;0;150;0;0;0;0;0;200;350;150;180;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05230398099-A;14;441
4085;7;1;30;300;0;50;200;10;50;0;60;0;800;0;30;0;100;0;0;0;60;0;0;0;0;0;50;100;350;0;0;500;200;200;50;0;0;0;0;300;0;0;80;0;0;3500;0;0;0;0;0;0;0;0;0;150;0;0;714-05230398099-A;14;441
4086;7;1;60;300;500;150;0;0;100;0;50;0;0;0;0;200;500;200;500;150;0;0;60;0;0;0;200;250;200;150;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;714-05230398099-A;14;441
4087;7;1;150;400;0;200;0;0;70;0;0;0;0;0;0;300;600;150;200;0;0;0;160;0;0;0;0;250;350;0;0;0;0;700;0;0;0;0;0;0;0;0;180;0;0;2520;0;0;0;0;0;0;0;0;0;0;0;0;714-05230398099-A;14;441
4092;1;1;120;200;0;20;0;0;25;20;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100;224;0;0;0;300;300;500;0;0;0;0;500;0;0;0;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114-04181160807-A;14;467
4093;1;1;120;0;0;0;0;0;50;30;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;180;0;0;0;0;500;300;0;0;0;0;0;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114-04181160807-A;14;467
4095;1;1;200;300;0;0;0;0;120;0;0;0;435;0;100;0;0;0;0;0;0;200;30;0;0;0;80;700;0;0;0;400;180;500;0;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;1000;550;0;33;0;0;0;0;0;114-04181160807-A;14;467
4096;1;1;25;30;150;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113-04176930844-A;13;205
4097;1;1;50;0;0;35;100;100;100;0;25;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;150;500;0;0;0;0;500;700;0;0;0;0;0;200;0;2500;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113-04176930844-A;13;205
4098;1;1;10;0;50;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113-04176930844-A;13;205
4099;1;1;10;30;0;0;0;0;10;7;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;30;0;0;0;0;0;0;113-04176930844-A;13;205
4104;7;1;50;100;0;0;0;0;80;150;30;1500;0;0;0;0;150;0;150;0;0;50;0;0;0;0;0;100;0;150;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05233006500-A;13;486
4105;7;1;50;200;0;0;0;0;50;0;50;0;200;100;150;0;1500;0;1000;200;200;0;50;0;0;0;0;100;100;100;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;200;2000;0;100;0;0;0;0;0;713-05233006500-A;13;486
4132;1;1;300;200;0;500;100;0;100;100;20;0;0;0;15;0;0;0;0;20;0;50;50;0;78;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112-04152467277-A;12;210
4136;1;1;30;400;0;16;0;0;48;24;20;0;0;0;100;0;0;0;0;20;10;200;0;0;0;0;0;0;6;0;0;0;500;200;0;0;0;20;58;0;0;0;0;0;0;14000;0;500;0;200;600;0;300;0;0;0;0;0;113-00418695355-A;13;205
4175;6;1;60;300;0;100;0;15;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;50;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02976446272-A;14;191
