folio;depto;area;s10b_10_01;s10b_10_02;s10b_10_03;s10b_10_04;s10b_10_05;s10b_10_06;s10b_10_07;s10b_10_08;s10b_10_09;s10b_10_10;s10b_10_11;s10b_10_12;s10b_10_13;s10b_10_14;s10b_10_15;s10b_10_16;s10b_10_17;s10b_10_18;s10b_10_19;s10b_10_20;s10b_10_21;s10b_10_22;s10b_10_23;s10b_10_24;s10b_10_25;s10b_10_26;s10b_10_27;s10b_10_28;s10b_11_01;s10b_11_02;s10b_11_03;s10b_11_04;s10b_11_05;s10b_11_06;s10b_11_07;s10b_11_08;s10b_12_01;s10b_12_02;s10b_12_03;s10b_13_01;s10b_13_02;s10b_13_03;s10b_13_04;s10b_13_05;s10b_13_06;s10b_13_07;s10b_13_08;s10b_13_09;s10b_13_10;s10b_13_11;s10b_13_12;s10b_13_13;s10b_13_14;s10b_13_15;s10b_13_16;s10b_13_17;upm;estrato;factor
47275;7;1;10;500;0;0;0;0;12;16;30;0;40;0;500;50;200;50;100;150;10;150;50;0;0;0;0;150;0;0;0;300;100;250;0;20;0;20;0;0;0;0;20;15;300;0;0;0;0;900;2500;0;0;0;0;0;0;0;714-05249641660-A;14;441
47276;7;1;20;600;0;20;0;0;80;300;40;0;0;0;300;600;1200;800;300;400;15;500;50;0;700;0;1200;500;0;150;0;900;1000;900;400;20;60;0;0;2000;0;0;150;500;200;0;0;0;0;600;1000;0;0;0;0;1600;0;0;714-05249641660-A;14;441
47381;4;1;30;150;0;0;0;0;45;10;20;0;0;0;50;0;30;0;50;100;0;0;30;0;0;0;0;100;0;0;0;0;150;0;0;0;0;450;0;0;50;500;0;0;0;0;0;0;0;200;150;0;0;0;0;180;0;0;414-00478099377-A;14;367
47382;4;1;15;70;0;0;0;0;45;0;0;0;0;0;0;0;100;0;50;0;0;0;20;0;0;0;150;50;0;0;0;0;0;450;0;0;0;0;0;300;50;1500;0;0;0;0;0;0;0;0;0;50;0;0;0;480;0;0;414-00478099377-A;14;367
47392;4;1;10;50;0;0;0;10;30;20;0;15;0;0;30;20;0;0;0;50;0;0;20;0;0;0;0;50;0;0;0;50;200;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;180;0;0;414-00478099377-A;14;367
47393;4;1;60;100;0;0;0;0;50;150;0;0;0;0;100;0;0;0;0;120;0;0;50;100;0;0;0;150;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;200;0;0;0;0;1600;0;0;414-00478099377-A;14;367
47399;7;1;50;200;0;30;0;0;0;50;100;2000;450;0;100;0;0;0;200;50;100;0;50;0;0;0;300;200;150;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;500;0;0;0;0;0;0;0;714-05212673559-A;14;441
47400;7;1;20;200;0;0;0;0;0;30;0;0;0;0;0;0;0;0;100;50;0;0;0;0;400;0;0;100;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;80;200;0;0;0;0;0;0;0;714-05212673559-A;14;441
47401;7;1;30;200;0;20;0;0;30;30;0;0;0;0;0;0;150;0;200;50;100;0;30;0;0;0;0;150;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05212673559-A;14;441
47402;7;1;15;200;0;0;0;0;0;20;0;0;0;0;0;100;150;0;200;50;50;0;0;0;0;0;0;150;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714-05212673559-A;14;441
47408;1;1;0;60;0;0;0;0;20;7;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;600;0;0;0;0;0;0;0;113-00416312662-A;13;205
47411;6;1;30;20;0;0;0;0;70;20;30;0;0;0;0;0;50;0;0;0;20;0;0;0;0;0;0;50;0;0;0;50;200;150;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;300;0;0;0;0;0;0;0;613-02983091556-A;13;175
47416;7;1;15;250;0;0;90;0;25;150;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;50;0;150;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;712-05204327683-A;12;434
47425;1;1;150;120;0;10;0;0;60;50;0;0;0;0;150;0;0;0;80;90;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;50;0;0;0;0;0;0;113-00416312662-A;13;205
47430;1;1;100;150;0;0;0;0;50;10;0;0;0;0;0;0;200;0;50;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;508;0;0;0;0;0;0;0;0;0;0;0;0;0;113-00416312662-A;13;205
47434;7;1;60;200;0;0;0;0;70;10;0;0;0;0;110;180;120;0;0;70;0;0;40;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;100;600;150;0;0;0;750;0;0;713-05211001897-A;13;486
47439;3;2;25;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351-05670700287-D;21;491
47442;3;2;25;85;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;45;0;0;0;0;0;0;351-05670700287-D;21;491
47444;3;2;15;0;0;0;0;0;10;0;10;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0;0;0;351-05670700287-D;21;491
47446;3;2;25;0;0;0;0;0;24;0;10;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;250;30;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;428;50;0;0;0;0;0;0;351-05670700287-D;21;491
47448;1;2;20;0;16;0;0;0;32;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143-04104647686-D;23;322
47450;1;1;25;50;100;20;0;20;20;10;10;0;0;0;0;0;0;0;0;40;0;20;24;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-04174496116-A;11;198
47453;1;1;50;150;0;0;20;10;50;20;50;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;150;60;0;0;0;0;0;0;0;0;0;0;0;0;30;50;0;0;0;1100;0;0;0;50;800;20;0;0;0;0;0;0;111-04174496116-A;11;198
47459;3;1;50;20;0;0;0;30;30;0;0;0;0;0;100;0;0;0;0;0;0;0;22;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;315;200;0;0;0;0;0;0;0;312-05171522305-A;12;189
47460;3;1;50;150;0;0;0;0;40;0;40;0;0;0;35;0;0;0;0;0;10;0;32;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10800;11664;200;500;0;0;0;0;0;0;0;312-05171522305-A;12;189
47461;3;1;80;240;0;0;0;0;40;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;312-05171522305-A;12;189
47462;3;1;60;350;0;0;0;0;60;0;20;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;450;0;0;0;0;0;0;0;312-05171522305-A;12;189
47468;3;1;10;100;0;3;0;0;50;50;0;0;0;0;0;0;0;0;20;20;20;0;28;0;0;0;0;100;20;0;0;20;300;150;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;312-05171522305-A;12;189
47472;1;1;25;50;0;0;0;10;30;10;0;0;0;0;20;0;0;0;0;0;5;0;20;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;600;0;0;0;0;0;0;0;111-04174496116-A;11;198
47478;1;2;80;0;180;0;0;0;15;0;20;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;800;50;0;0;80;0;0;0;0;0;0;0;30;300;0;0;0;0;0;0;0;0;50;0;1000;30;0;0;0;0;0;0;144-03710206604-A;24;120
47485;7;1;70;0;0;0;0;20;70;15;0;0;0;0;200;0;0;0;0;70;20;0;20;0;0;0;60;100;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;700;750;0;0;500;0;0;600;0;731-05614764992-A;11;369
47491;2;1;150;250;0;458;20;0;30;22;50;0;0;0;0;250;300;60;180;70;0;0;20;0;400;0;0;200;350;0;0;0;150;250;0;0;50;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;263-06134601505-A;13;241
47498;2;1;150;200;0;700;450;0;50;22;28;0;0;0;40;50;320;30;50;35;0;0;0;0;200;0;100;250;200;0;0;200;0;90;0;0;180;0;0;130;0;0;0;0;350;0;0;0;0;300;250;0;0;0;0;180;0;0;223-06053840259-A;13;241
47499;2;1;150;300;0;30;20;0;50;22;10;0;0;0;100;60;300;50;180;200;10;300;0;0;0;0;0;300;20;0;0;150;200;100;0;50;140;60;0;0;0;0;0;0;100;0;0;0;0;0;200;0;0;0;0;200;0;0;223-06053840259-A;13;241
47500;2;1;10;50;0;0;70;0;10;5;0;0;0;0;0;20;80;20;50;40;0;100;25;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223-06053840259-A;13;241
47501;7;1;35;150;0;0;0;0;40;20;0;0;0;0;120;0;0;0;180;60;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;30;0;0;0;0;0;0;0;0;200;800;140;0;0;0;750;0;0;713-05211001897-A;13;486
47505;7;1;25;0;0;0;0;0;45;0;25;0;0;0;0;310;280;50;250;50;25;0;0;0;500;800;150;80;0;0;0;100;0;500;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;732-06061140518-A;12;398
47507;7;1;24;50;0;0;0;0;108;300;0;0;0;0;150;300;0;0;50;0;0;0;0;0;0;0;250;350;0;0;0;1000;0;240;0;0;0;0;0;1100;0;0;0;0;40;0;0;0;0;150;600;0;0;0;0;0;0;0;722-06491007078-A;12;398
47513;7;1;150;200;0;0;0;0;50;15;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;100;1200;0;0;0;0;0;0;0;712-05204327683-A;12;434
47518;7;1;200;350;0;0;0;0;70;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;700;0;0;0;0;0;0;0;712-05204327683-A;12;434
47525;2;1;10;30;0;10;0;20;50;500;40;0;0;0;30;0;0;0;0;50;10;0;0;0;0;0;0;80;0;0;0;500;500;250;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;300;300;70;0;0;0;0;0;0;222-06050776272-A;12;182
47529;2;1;20;150;0;150;200;20;200;23;0;0;0;0;0;0;0;0;30;30;30;0;0;0;0;0;0;20;0;0;0;0;450;500;0;0;0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;222-06050776272-A;12;182
47530;2;1;50;500;0;20;20;0;30;14;40;0;0;0;500;0;0;0;0;0;20;0;24;0;150;0;0;300;160;120;0;0;0;0;0;0;0;0;300;0;0;0;0;0;100;0;0;0;0;300;200;0;350;0;0;80;0;0;222-06050776272-A;12;182
47531;2;1;80;50;0;0;0;0;60;28;50;0;0;0;150;0;0;0;0;130;70;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1300;1500;0;0;0;0;0;1000;0;222-06050776272-A;12;182
47547;1;2;0;0;500;0;0;25;40;10;40;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;150;0;0;0;0;150;300;60;0;1500;0;45;0;0;144-03710206604-A;24;120
47554;5;2;100;0;100;5;0;0;100;800;0;0;0;0;10;0;0;0;20;30;10;1000;200;0;500;0;0;300;0;200;0;900;1000;1000;0;0;0;0;0;0;60;3000;0;300;200;0;0;0;0;0;0;0;0;0;0;0;2000;0;544-03954780309-A;24;354
47563;5;2;10;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544-03954780309-A;24;354
47567;5;2;100;0;20;3,5;0;0;50;38;0;0;0;0;120;0;0;0;0;0;0;0;200;0;0;0;0;100;0;0;0;1000;800;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;100;50;30;300;0;0;0;0;0;544-03954780309-A;24;354
47573;5;2;10;0;100;0;0;0;20;0;0;0;0;0;0;0;100;50;150;100;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;544-03954780309-A;24;354
47576;5;2;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;200;0;0;0;0;0;0;0;541-03925251291-D;21;624
47580;5;2;25;0;200;0;0;0;40;0;30;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;300;50;0;0;0;0;300;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;541-03925251291-D;21;624
47584;7;1;150;0;0;30;400;0;40;95;0;0;0;0;0;10;400;0;500;0;60;0;40;50;0;0;0;100;250;100;0;200;0;50;0;0;0;0;0;0;200;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;100;714-05227411013-A;14;441
47585;7;1;250;650;0;30;0;70;100;40;0;0;0;0;0;0;0;0;0;30;0;0;0;30;0;0;640;150;0;180;0;0;0;0;0;0;0;0;0;7000;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;714-05227411013-A;14;441
47590;7;1;45;0;0;0;0;0;65;0;0;0;0;0;30;0;0;0;0;0;0;0;20;0;0;0;600;50;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;0;0;300;600;60;0;0;0;0;0;0;714-05227411013-A;14;441
47591;2;1;30;160;0;0;0;200;50;22;40;0;0;0;0;70;200;100;50;50;25;0;0;0;0;0;0;50;0;0;0;0;300;150;50;0;0;0;0;0;0;0;0;0;0;800;0;0;0;0;0;0;0;0;0;0;0;0;223-00599607593-A;13;221
47595;2;1;30;50;0;50;0;0;50;0;0;0;0;0;50;50;50;50;50;70;30;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222-00600435812-A;12;182
47601;2;1;30;170;0;100;0;0;30;12;0;0;0;0;50;0;0;0;0;0;20;0;0;0;0;0;0;50;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;500;0;0;0;0;0;0;0;222-00600435812-A;12;182
47605;2;1;35;50;0;0;0;0;35;22;0;0;0;0;50;0;0;0;0;0;20;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;300;0;0;0;0;0;0;0;222-00600435812-A;12;182
47610;5;2;35;0;40;0;0;0;25;60;0;0;0;0;30;10;25;0;0;0;15;0;0;0;0;0;0;30;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544-03954780309-A;24;354
47615;5;2;0;0;60;0;0;0;3;0;0;0;0;0;0;0;15;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;541-03925251291-D;21;624
47617;6;1;0;0;0;70;0;0;100;0;0;300;0;0;0;0;400;0;0;25;0;0;0;0;0;500;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02968859374-A;14;191
47619;6;1;150;0;0;0;0;0;100;0;0;800;2000;0;100;0;850;0;0;200;0;0;0;0;0;0;200;700;0;300;0;0;300;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;614-02968859374-A;14;191
47623;6;1;0;80;0;0;0;0;25;9;0;0;0;0;0;0;300;0;0;50;0;0;0;0;0;0;80;100;0;130;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02968859374-A;14;191
47624;6;1;30;200;0;0;0;0;30;10;0;0;0;0;0;0;0;0;0;30;15;0;10;0;0;0;0;120;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02968859374-A;14;191
47627;3;1;300;250;0;80;0;15;200;0;50;1500;0;0;500;0;50;0;0;100;50;500;0;0;0;0;400;200;200;200;0;0;0;200;0;0;0;200;40;0;500;3500;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;314-05256461092-A;14;225
47632;8;1;30;0;0;0;0;0;41;155;15;0;0;0;0;30;0;0;50;0;0;0;200;0;0;0;145;0;0;0;0;360;0;150;0;0;0;0;18;0;0;0;0;0;30;0;0;100;0;0;0;0;0;0;0;0;0;0;822-11029648998-A;12;246
47636;8;1;100;0;0;0;0;0;150;50;30;0;0;50;60;0;0;0;0;0;0;0;100;0;0;0;260;0;0;150;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;150;400;0;0;0;0;120;0;0;822-11029648998-A;12;246
47645;8;1;100;0;0;0;0;0;30;90;0;0;0;0;100;0;0;0;0;0;0;0;300;0;0;0;30;0;0;0;0;500;0;0;0;0;0;0;0;300;0;0;0;0;0;13200;0;300;0;300;500;0;0;0;0;0;0;0;822-11029648998-A;12;246
47651;8;1;80;0;0;0;0;0;30;20;20;0;0;0;15;40;50;0;50;0;15;0;150;0;0;0;100;0;0;60;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;200;0;0;350;0;0;0;0;0;0;0;822-11029648998-A;12;246
47654;2;2;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241-06771398128-D;21;854
47655;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241-06771398128-D;21;854
47656;2;2;2;0;6;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241-06771398128-D;21;854
47658;2;2;10;10;6;0;0;0;5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;70;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241-06771398128-D;21;854
47661;1;2;5;0;0;20;200;0;20;20;0;0;27;0;0;0;0;0;0;50;0;0;0;0;0;0;200;400;200;140;0;0;0;0;0;0;20;0;27;300;0;0;0;0;0;0;0;0;0;1000;1000;100;100;0;0;2000;0;0;143-04104647686-D;23;322
47870;1;2;32;0;0;0;0;0;80;0;0;0;0;0;50;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;730;0;50;12000;0;0;0;285;150;80;0;0;0;0;0;0;144-03710206604-A;24;120
47875;1;2;28;0;0;0;0;0;25;0;0;0;0;0;50;0;0;0;0;0;5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;320;200;60;0;0;0;0;0;0;144-03710206604-A;24;120
47886;2;1;35;300;0;6;0;0;50;0;12;0;0;0;0;150;300;0;300;30;20;0;0;0;0;0;0;200;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222-00606140154-A;12;182
47887;2;1;20;40;0;0;0;0;30;0;0;0;0;0;0;0;40;0;0;0;5;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;222-00606140154-A;12;182
47888;2;1;50;400;0;10;0;0;25;10;30;0;0;0;5;0;0;0;0;0;10;0;10;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;150;250;0;0;0;0;0;300;0;222-00606140154-A;12;182
47889;2;1;30;300;0;6;0;0;50;7;0;0;0;0;6;0;300;0;0;36;10;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;500;50;0;0;0;35;0;0;222-00606140154-A;12;182
47890;7;1;45;40;0;0;0;0;40;30;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;0;0;713-05211001897-A;13;486
47899;7;1;40;30;0;0;0;0;50;10;45;0;0;240;0;50;65;0;60;0;0;0;0;0;0;0;0;190;0;0;0;0;200;0;0;0;0;0;0;0;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713-05211001897-A;13;486
47923;7;1;20;200;0;45;140;0;60;0;20;0;0;0;170;0;0;0;60;0;0;0;24;0;0;0;0;80;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;800;0;0;0;0;0;0;0;714-05249641660-A;14;441
47927;6;1;100;300;0;0;0;20;60;0;150;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614-02968859374-A;14;191
47929;6;1;100;100;0;0;0;15;100;9;0;0;865;105;0;0;70;0;0;40;0;0;10;0;0;0;0;500;0;160;0;0;0;0;0;0;10;25;0;0;380;0;0;0;0;0;7000;0;0;200;500;0;0;5000;0;0;0;0;614-02968859374-A;14;191
47934;6;1;30;200;0;0;0;5;50;9;0;0;0;0;20;30;40;0;0;100;0;0;10;0;0;0;0;50;20;0;40;0;0;0;0;0;0;0;0;0;1200;0;0;30;0;0;0;0;350;0;200;0;500;0;0;0;0;0;614-02968859374-A;14;191
47936;7;1;50;0;0;0;0;0;40;0;0;0;0;0;0;50;80;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;724-03911988710-A;14;441
47937;7;1;60;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;724-03911988710-A;14;441
47938;7;1;50;0;0;0;0;0;40;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;724-03911988710-A;14;441
47939;7;1;25;0;0;0;0;0;25;15;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;724-03911988710-A;14;441
47944;1;2;50;0;180;0;10;70;50;0;20;0;0;0;0;0;200;0;150;100;0;200;50;0;0;0;100;200;0;0;200;0;0;200;100;0;0;0;0;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;200;0;144-03710206604-A;24;120
47946;2;1;30;300;0;0;100;80;50;10;30;0;0;0;0;0;150;0;70;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;222-05988053419-A;12;182
47947;2;1;60;50;0;24;0;0;50;10;30;0;0;0;150;0;70;0;0;0;0;0;0;0;0;0;0;150;20;0;0;0;700;120;0;0;0;0;0;0;0;1500;0;0;0;0;0;0;0;120;700;0;0;0;0;120;0;0;222-05988053419-A;12;182
47954;4;1;180;200;0;0;0;15;100;16;24;0;0;0;180;0;0;0;0;50;0;0;0;0;0;0;0;300;0;75;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;350;70;0;0;0;0;0;0;414-00478099377-A;14;367
47959;4;1;200;300;0;0;25;0;100;0;30;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;105;0;0;0;200;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;250;414-00478099377-A;14;367
47962;4;1;200;60;0;0;0;0;20;0;12;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414-00478099377-A;14;367
47966;2;1;30;300;0;10;0;0;50;7;30;0;0;0;280;0;0;0;0;0;30;0;150;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;700;40;0;0;0;0;0;0;262-06087702354-A;12;182
47973;3;1;0;200;0;50;0;0;40;0;20;0;0;100;300;0;0;0;0;50;100;0;0;0;0;0;0;60;120;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;100;0;0;0;0;300;400;0;0;0;0;400;0;0;313-05251668256-A;13;214
47981;7;1;20;30;0;0;0;20;25;110;15;0;0;0;50;150;200;50;100;160;40;0;0;0;0;0;0;100;0;0;0;400;120;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;400;50;0;200;0;0;0;0;714-05227411013-A;14;441
47986;7;1;45;250;0;0;0;0;60;30;40;0;0;100;450;20;50;30;50;250;70;0;150;0;0;0;0;200;120;130;0;500;200;500;0;400;30;0;0;0;250;0;0;0;300;0;0;0;0;600;2000;200;0;0;0;0;0;0;714-05227411013-A;14;441
47995;7;1;100;180;0;0;57;0;90;18;60;0;370;25;400;0;0;0;0;160;0;50;0;0;0;0;30;200;100;150;0;0;500;100;0;0;120;0;0;150;100;4000;0;0;0;0;0;0;0;350;500;0;0;1000;0;500;0;0;712-05260990680-A;12;398
48001;7;1;100;0;0;0;0;10;70;0;60;0;0;0;140;0;0;0;0;30;70;0;0;0;0;0;200;50;187;43;0;800;200;200;0;0;0;0;0;500;100;0;0;0;100;0;0;0;0;300;800;0;0;0;0;550;80;0;712-05260990680-A;12;398
