folio;depto;area;s09a_01;s09a_02;s09a_03;s09a_04;s09a_05;s09a_06;s09a_07;s09a_08;s09a_09;s09b_10;s09b_11;s09b_12;s09b_13;s09b_14;s09b_15;s09b_16;upm;estrato;factor
14543;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;732-04987245342-A;12;398
14550;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;421-04098188253-A;11;154
14570;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;113-04185886653-A;13;205
14575;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06091361852-A;13;221
14576;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06091361852-A;13;221
14577;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06091361852-A;13;221
14587;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06091361852-A;13;221
14602;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06091361852-A;13;221
14604;2;1;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06091361852-A;13;221
14605;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06091361852-A;13;221
14606;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06091361852-A;13;221
14615;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06091361852-A;13;221
14616;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06091361852-A;13;221
14635;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05192340276-A;13;486
14639;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05192340276-A;13;486
14643;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;113-04185886653-A;13;205
14668;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;333-05513277807-A;13;214
14670;7;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;722-05849355161-A;12;398
14675;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;333-05513277807-A;13;214
14679;7;1;1;2;1;1;2;1;2;2;1;1;1;2;2;2;2;2;713-05243148494-A;13;486
14680;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05265017658-A;14;441
14687;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;132-03948734383-A;12;210
14696;3;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;333-05513277807-A;13;214
14700;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05265017658-A;14;441
14706;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05191110666-A;13;214
14720;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;622-02607034693-A;12;127
14723;6;1;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;622-02607034693-A;12;127
14732;6;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;622-03358767530-A;12;127
14737;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;113-04185886653-A;13;205
14740;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;622-03025369376-A;12;127
14744;6;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;622-03358767530-A;12;127
14750;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;152-03576155699-D;22;388
14755;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;732-04987245342-A;12;398
14761;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;262-06146977023-A;12;182
14762;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;262-06146977023-A;12;182
14763;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06146977023-A;12;182
14764;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;262-06146977023-A;12;182
14774;5;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;553-04376903591-D;23;615
14775;5;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;553-04376903591-D;23;615
14776;5;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;553-04376903591-D;23;615
14777;5;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;553-04376903591-D;23;615
14790;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05195590472-A;13;486
14791;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;251-06572425418-D;21;854
14792;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;251-06572425418-D;21;854
14801;2;2;1;2;2;1;1;1;1;2;1;1;1;2;2;1;2;2;251-06572425418-D;21;854
14806;1;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;152-03576155699-D;22;388
14809;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;622-03025369376-A;12;127
14816;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;152-03576155699-D;22;388
14817;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;152-03576155699-D;22;388
14829;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;413-00479261697-A;13;216
14830;4;1;1;2;1;1;1;1;2;1;2; ; ; ; ; ; ; ;413-00479261697-A;13;216
14836;4;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;413-00479261697-A;13;216
14842;4;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;413-00479261697-A;13;216
14843;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;113-04185886653-A;13;205
14849;6;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;622-03025369376-A;12;127
14854;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;333-05513277807-A;13;214
14857;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;251-06572425418-D;21;854
14858;2;2;1;2;1;1;1;2;1;2;1;2;1;2;1;2;2;2;251-06572425418-D;21;854
14859;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;251-06572425418-D;21;854
14860;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;251-06572425418-D;21;854
14871;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05212693612-A;13;486
14873;8;1;1;1;1;1;1;2;2;2;2; ; ; ; ; ; ; ;823-01106807890-A;13;266
14876;3;1;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;314-05274813410-A;14;207
14878;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05195590472-A;13;486
14884;7;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;713-05212693612-A;13;486
14885;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05212693612-A;13;486
14886;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05212693612-A;13;486
14887;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05212693612-A;13;486
14891;3;2;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;351-04919988963-D;21;491
14893;3;2;2;2;2;2;1;2;1;2;2; ; ; ; ; ; ; ;351-04919988963-D;21;491
14895;3;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;351-04919988963-D;21;491
14897;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-04919988963-D;21;491
14901;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;712-05201796441-A;12;398
14903;8;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;822-01105314587-A;12;246
14904;8;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;822-01105314587-A;12;246
14905;8;1;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;822-01105314587-A;12;246
14906;8;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;822-01105314587-A;12;246
14913;8;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;823-01106807890-A;13;266
14918;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-04919988963-D;21;491
14920;3;2;1;2;2;1;1;2;2;2;2; ; ; ; ; ; ; ;351-04919988963-D;21;491
14921;3;2;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;351-04919988963-D;21;491
14936;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;262-06116682512-A;12;182
14939;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06116235961-A;13;221
14944;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;262-06116682512-A;12;182
14950;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06116682512-A;12;182
14961;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;313-05224486293-A;13;214
14962;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05224486293-A;13;214
14963;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05224486293-A;13;214
14972;3;1;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ;333-05513277807-A;13;214
14978;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;333-05513277807-A;13;214
14982;3;1;2;1;2;2;2;1;2;2;2; ; ; ; ; ; ; ;314-05274813410-A;14;207
14986;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05212693612-A;13;486
15004;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05192340276-A;13;486
15013;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05231319386-A;13;530
15015;8;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;822-01105314587-A;12;246
15016;8;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;822-01105314587-A;12;246
15017;8;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;822-01105314587-A;12;246
15018;8;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;822-01105314587-A;12;246
15032;8;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;823-01106807890-A;13;266
15069;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;622-03358767530-A;12;127
15074;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05265017658-A;14;441
15080;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;622-02607034693-A;12;127
15090;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;614-02973657216-A;14;209
15091;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;612-02969032296-A;12;127
15095;6;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;612-02969032296-A;12;127
15098;3;1;1;1;1;1;2;2;1;2;2; ; ; ; ; ; ; ;314-05272819842-A;14;207
15102;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05191110666-A;13;214
15108;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05212693612-A;13;486
15114;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;263-06101460835-A;13;221
15115;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06101460835-A;13;221
15121;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06101460835-A;13;221
15130;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05231319386-A;13;530
15135;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05320791081-D;21;491
15137;3;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ;351-05320791081-D;21;491
15138;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05320791081-D;21;491
15139;3;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ;351-05320791081-D;21;491
15152;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05273740090-A;12;398
15157;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05273740090-A;12;398
15170;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05195986295-A;13;233
15171;3;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;313-05195986295-A;13;233
15173;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05195986295-A;13;233
15184;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;313-05191110666-A;13;214
15185;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05191110666-A;13;214
15186;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05191110666-A;13;214
15192;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05191110666-A;13;214
15193;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06085327207-A;13;241
15194;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06085327207-A;13;241
15195;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;263-06085327207-A;13;241
15196;2;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;263-06085327207-A;13;241
15217;8;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;823-01106807890-A;13;266
15235;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;444-04601218724-A;24;321
15236;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;444-04601218724-A;24;321
15253;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;444-04601218724-A;24;321
15254;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;444-04601218724-A;24;321
15260;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05212693612-A;13;486
15269;2;1;1;1;1;1;1;1;1;2;2; ; ; ; ; ; ; ;263-06139706555-A;13;221
15272;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06139706555-A;13;221
15277;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06139706555-A;13;221
15282;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06139706555-A;13;221
15286;2;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;263-06142670979-A;13;241
15289;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06142670979-A;13;241
15291;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06142670979-A;13;241
15292;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06142670979-A;13;241
15308;8;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;823-01106807890-A;13;266
15323;2;1;1;1;2;1;2;1;1;1;2; ; ; ; ; ; ; ;263-06083547944-A;13;221
15327;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06083547944-A;13;221
15328;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;263-06083547944-A;13;221
15329;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06083547944-A;13;221
15336;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05265017658-A;14;441
15344;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05265017658-A;14;441
15355;3;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;351-04919988963-D;21;491
15360;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-04919988963-D;21;491
15362;3;2;1;2;2;2;2;2;1;1;2; ; ; ; ; ; ; ;351-04919988963-D;21;491
15365;3;2;1;2;2;1;2;1;1;1;1;2;2;2;2;2;2;2;351-04919988963-D;21;491
15369;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;722-05473374574-A;12;398
15373;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;113-04185886653-A;13;205
15411;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05212693612-A;13;486
15423;8;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;823-01106807890-A;13;266
15428;4;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;413-00479261697-A;13;216
15434;4;1;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;413-00479261697-A;13;216
15441;4;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;413-00479261697-A;13;216
15445;4;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;413-00479261697-A;13;216
15472;8;1;1;2;2;1;1;2;2;2;2; ; ; ; ; ; ; ;822-01105314587-A;12;246
15473;8;1;1;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ;822-01105314587-A;12;246
15474;8;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;822-01105314587-A;12;246
15475;8;1;1;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ;822-01105314587-A;12;246
15497;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05195590472-A;13;486
15518;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06148256008-A;12;182
15521;6;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;622-02607034693-A;12;127
15523;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05192340276-A;13;486
15527;7;1;2;1;1;1;2;2;1;2;2; ; ; ; ; ; ; ;713-05192340276-A;13;486
15533;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05218535161-A;14;207
15548;2;1;2;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;262-06146977023-A;12;182
15549;2;1;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;262-06146977023-A;12;182
15550;2;1;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;262-06146977023-A;12;182
15551;2;1;1;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;262-06146977023-A;12;182
15559;3;1;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;314-05284051746-A;14;225
15563;2;1;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;262-06052700186-A;12;182
15569;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06046071424-A;13;241
15577;3;1;1;2;2;2;2;2;1;2;1;1;1;1;2;2;1;2;314-05272819842-A;14;207
15633;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05195590472-A;13;486
15636;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;113-04185886653-A;13;205
15642;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05272819842-A;14;207
15644;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05195590472-A;13;486
15649;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;722-05473374574-A;12;398
15653;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;312-05215271971-A;12;189
15654;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06030538528-A;12;182
15655;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06030538528-A;12;182
15663;2;1;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06085327207-A;13;241
15664;2;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;263-06085327207-A;13;241
15665;2;1;1;2;1;2;2;1;1;1;1;2;2;2;2;2;2;2;263-06085327207-A;13;241
15666;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06085327207-A;13;241
15683;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05212693612-A;13;486
15699;2;1;1;1;1;1;2;1;2;2;1;1;1;2;1;1;2;2;262-06146977023-A;12;182
15700;2;1;2;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;262-06146977023-A;12;182
15701;2;1;1;2;1;1;1;1;2;2;2; ; ; ; ; ; ; ;262-06146977023-A;12;182
15702;2;1;1;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;262-06146977023-A;12;182
15706;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;622-03358767530-A;12;127
15712;8;1;1;1;1;2;2;1;2;2;1;1;1;2;2;1;2;2;823-01106807890-A;13;266
15720;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;444-04601218724-A;24;321
15725;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;444-04601218724-A;24;321
15730;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;444-04601218724-A;24;321
15732;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;444-04601218724-A;24;321
15735;7;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;713-05212693612-A;13;486
15739;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;222-00665531828-A;12;182
15744;2;1;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ; ;263-06142670979-A;13;241
15745;2;1;1;2;1;1;2;1;1;2;1;2;1;2;2;2;2;2;263-06142670979-A;13;241
15746;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06142670979-A;13;241
15760;2;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;263-06142670979-A;13;241
15768;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06139706555-A;13;221
15769;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;263-06139706555-A;13;221
15770;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06139706555-A;13;221
15771;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06139706555-A;13;221
15789;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;713-05195590472-A;13;486
15793;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;622-03025369376-A;12;127
15797;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;262-06116682512-A;12;182
15801;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;262-06116682512-A;12;182
15814;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;113-00418007041-A;13;205
15819;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06116682512-A;12;182
15823;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;263-06116235961-A;13;221
15829;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05274813410-A;14;207
15834;8;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;823-01106807890-A;13;266
15840;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05284051746-A;14;225
15883;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;412-00477794695-A;11;154
15893;4;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;412-00477794695-A;11;154
15898;3;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;314-05274813410-A;14;207
15903;4;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;412-00477794695-A;11;154
15904;4;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;412-00477794695-A;11;154
15907;4;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;412-00477794695-A;11;154
15927;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;412-00477794695-A;11;154
15928;4;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;412-00477794695-A;11;154
15929;4;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;412-00477794695-A;11;154
15936;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;412-00477794695-A;11;154
15953;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;261-06136811436-A;11;190
15956;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;313-05201550183-A;13;214
15959;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05218535161-A;14;207
15965;2;1;1;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;262-06030538528-A;12;182
15974;2;1;1;2;1;1;1;2;1;2;2; ; ; ; ; ; ; ;262-06030538528-A;12;182
15975;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06030538528-A;12;182
15976;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;722-05849355161-A;12;398
15978;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;251-06572425418-D;21;854
15981;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;251-06572425418-D;21;854
15983;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;251-06572425418-D;21;854
15986;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;251-06572425418-D;21;854
15989;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05215271971-A;12;189
15997;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;622-03025369376-A;12;127
16012;3;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;313-05201550183-A;13;214
16020;8;1;1;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;823-01106807890-A;13;266
16029;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06030538528-A;12;182
16035;2;1;1;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ;262-06030538528-A;12;182
16042;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;444-04601218724-A;24;321
16045;4;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;444-04601218724-A;24;321
16050;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;444-04601218724-A;24;321
16056;4;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;444-04601218724-A;24;321
16058;3;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;313-05214971514-A;13;214
16064;6;1;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ;622-02607034693-A;12;127
16065;6;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;622-02607034693-A;12;127
16071;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;732-05370800494-A;12;398
16072;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;732-05370800494-A;12;398
16073;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;732-05370800494-A;12;398
16074;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;732-05370800494-A;12;398
16102;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;113-04185886653-A;13;205
16107;2;1;1;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;222-00665531828-A;12;182
16112;2;1;1;2;1;1;1;2;1;2;2; ; ; ; ; ; ; ;222-00665531828-A;12;182
16117;3;1;1;1;2;2;2;2;2;2;1;1;1;1;1;2;2;1;314-05272819842-A;14;207
16122;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;612-02969032296-A;12;127
16128;8;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;823-01106807890-A;13;266
